,Unnamed: 0,station,netbeheerder,status,totale_capaciteit_invoeding_mva,totale_capaciteit_afname_mva,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,verwacht_jaar_van_overbelasting_invoeding,verwacht_jaar_van_overbelasting_afname,investeringsplanning_vermogen_invoeding,investeringsplanning_vermogen_afname,investeringsplanning_tijd_invoeding,investeringsplanning_tijd_afname,beschikbare_capaciteit_invoeding_3_jaar_mva,beschikbare_capaciteit_afname_3_jaar_mva,beschikbare_capaciteit_invoeding_5_jaar_mva,beschikbare_capaciteit_afname_5_jaar_mva,beschikbare_capaciteit_invoeding_10_jaar_mva,beschikbare_capaciteit_afname_10_jaar_mva,peildatum,beschikbare_capaciteit_afname_3_jaar_mva_visualisatie,beschikbare_capaciteit_afname_5_jaar_mva_visualisatie,beschikbare_capaciteit_afname_10_jaar_mva_visualisatie,beschikbare_capaciteit_afname_huidig_mva_visualisatie,beschikbare_capaciteit_invoeding_3_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_5_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_10_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_huidig_mva_visualisatie,geometry,zip_code
219,335.0,OS ZUTPHEN,Liander,In Bedrijf,121.0,121.0,0.0,0.0,,2023,80.0,80.0,2023,2023,0,0,0,0,114,102,21-04-2023,0,0,102,0,0,0,114,0,(52.14910425683373 6.22024135020762),7203 DR
220,336.0,Riegmeer,RENDO,gepland,0.0,0.0,0.0,0.0,n.v.t.,n.v.t.,180.0,180.0,2028,2028,0,0,180,180,270,270,2023/04/23,0,180,270,0,0,180,270,0,(52.7007367951857 6.5151596763926936),7913 VG
221,337.0,Alblasserwaard West 50 kV,Stedin,Bestaand,200.0,200.0,200.0,128.0,2050,2042,0.0,0.0,,,169,104,162,99,153,62,2023/04/23,104,99,62,128,169,162,153,200,(51.849306922874995 4.67404406432815),2952 CA
222,338.0,Arkel 50 kV,Stedin,Bestaand,150.0,150.0,150.0,48.0,2042,2026,0.0,0.0,,,89,0,74,0,49,0,2023/04/23,0,0,0,48,89,74,49,150,(51.871862917854756 4.99070460590937),4241 XS
223,339.0,Botlek 25 kV,Stedin,Bestaand,197.4,197.4,197.4,0.0,2050,2030,0.0,0.0,,,216,0,215,0,214,0,2023/04/23,0,0,0,0,216,215,214,197,(51.869882032462776 4.281660491656002),3197 KP
224,340.0,Breukelen 50 kV,Stedin,Bestaand,100.0,100.0,0.0,0.0,2033,2033,0.0,0.0,,,0,0,0,0,0,0,2023/04/23,0,0,0,0,0,0,0,0,(52.18844202699965 4.992455965352902),3631 NB
225,341.0,Cambron 50 kV,Stedin,Bestaand,32.0,32.0,21.0,9.0,2030,2030,0.0,0.0, , ,8,9,5,6,0,0,2023/04/23,9,6,0,9,8,5,0,21,(51.30716788952552 4.019771671089348),4581 RR
226,342.0,Delft 1 25 kV,Stedin,Bestaand,187.0,187.0,187.0,46.0,2050,2028,113.0,113.0,2026,2026,293,123,280,104,259,53,2023/04/23,123,104,53,46,293,280,259,187,(51.989042208270206 4.367537256939933),2627 AP
227,343.0,Delft 2 25 kV,Stedin,Bestaand,69.0,69.0,69.0,29.0,2050,2032,0.0,0.0,,,79,20,77,13,71,0,2023/04/23,20,13,0,29,79,77,71,69,(52.008698027698024 4.367235802644265),2611 RR
228,344.0,Den Haag HVS Centrale 25 kV,Stedin,Bestaand,100.0,100.0,100.0,22.0,2050,2026,100.0,100.0,2027,2027,121,0,223,82,224,49,2023/04/23,0,82,49,22,121,223,224,100,(52.07703393491038 4.289630134079077),2518 RC
229,345.0,Den Haag HVS Oost 25 kV,Stedin,Bestaand,261.0,261.0,261.0,109.0,2050,2036,0.0,0.0,,,301,79,286,60,259,16,2023/04/23,79,60,16,109,301,286,259,261,(52.07545382434593 4.337180854699607),2274 RJ
230,346.0,Den Haag HVS Zuid 25 kV,Stedin,Bestaand,261.0,261.0,261.0,111.0,2050,2034,0.0,0.0,,,290,80,279,66,255,2,2023/04/23,80,66,2,111,290,279,255,261,(52.04253186317115 4.293158094956926),2532 AK
231,347.0,Den Haag HVS_Ypenburg 25 kV,Stedin,Bestaand,100.0,100.0,97.0,54.0,2050,2045,100.0,100.0,2032,2032,89,51,86,46,180,126,2023/04/23,51,46,126,54,89,86,180,97,(52.04278524638146 4.360220542375773),2497 GG
232,348.0,Dordrecht Merwedehaven 50 kV,Stedin,Bestaand,225.0,225.0,225.0,92.0,2050,2030,0.0,0.0,,,196,35,179,18,152,0,2023/04/23,35,18,0,92,196,179,152,225,(51.81752046436905 4.70847053409943),3313 LC
233,349.0,Dordrecht Sterrenburg 50 kV,Stedin,Bestaand,150.0,150.0,150.0,34.0,2026,2029,150.0,150.0,2032,2032,0,23,0,1,47,68,2023/04/23,23,1,68,34,0,0,47,150,(51.79088261065442 4.674373533049554),3318 AG
234,350.0,Driebergen 50 kV,Stedin,Bestaand,86.0,86.0,0.0,0.0,2025,2027,100.0,100.0,2026,2026,0,0,0,0,18,24,2023/04/23,0,0,24,0,0,0,18,0,(52.057499940585565 5.2655273380848735),3972 KB
235,351.0,Europoort 25 kV,Stedin,Bestaand,210.0,210.0,160.0,0.0,2050,2028,0.0,0.0,,,159,0,161,0,161,0,2023/04/23,0,0,0,0,159,161,161,160,(51.93870234107765 4.146589236893531),3198 LS
236,352.0,Geervliet 25 kV,Stedin,Bestaand,120.0,120.0,106.0,0.0,2025,2029,120.0,120.0,2026,2026,111,0,96,0,71,63,2023/04/23,0,0,63,0,111,96,71,106,(51.863078223318674 4.2817550065996315),3211 AZ
237,353.0,Gerbrandyweg 25 kV,Stedin,Bestaand,39.0,39.0,5.0,0.0,2033,2023,100.0,100.0,2024,2024,104,0,102,0,99,12,2023/04/23,0,0,12,0,104,102,99,5,(51.89850704970548 4.273517291160456),3197 KK
238,354.0,Gouda Ijsseldijk 50 kV,Stedin,Bestaand,200.0,200.0,185.0,48.0,2035,2028,0.0,0.0,,,101,12,69,0,11,0,2023/04/23,12,0,0,48,101,69,11,185,(52.00774593654225 4.7341104996318615),2808 PC
239,355.0,Grindweg 25 kV,Stedin,Bestaand,40.0,40.0,40.0,5.0,2045,2027,0.0,0.0,,,36,0,32,0,27,0,2023/04/23,0,0,0,5,36,32,27,40,(51.96227741628574 4.496394411336001),3055 AV
240,356.0,Hengelolaan 25 kV,Stedin,Bestaand,48.0,48.0,48.0,18.0,2050,2031,0.0,0.0,,,47,9,45,6,42,0,2023/04/23,9,6,0,18,47,45,42,48,(52.05232581310918 4.277376287593839),2545 JB
241,357.0,Hoofdweg 25 kV,Stedin,Bestaand,40.0,40.0,40.0,20.0,2050,2050,0.0,0.0,,,46,15,46,15,44,10,2023/04/23,15,15,10,20,46,46,44,40,(51.948752290752324 4.5468466709062305),3067 GP
242,358.0,Hoogvliet 25 kV,Stedin,Bestaand,52.0,52.0,52.0,36.0,2050,2050,0.0,0.0,,,55,24,53,24,49,16,2023/04/23,24,24,16,36,55,53,49,52,(51.87722571431078 4.356754369418277),3196 KD
243,359.0,Klaaswaal 50 kV,Stedin,Bestaand,60.0,60.0,25.0,12.0,2023,2028,0.0,0.0,,,0,5,0,0,0,0,2023/04/23,5,0,0,12,0,0,0,25,(51.7686134526073 4.449047013493401),3286 AN
244,360.0,Krimpen_Langeland 50 kV,Stedin,Bestaand,117.0,117.0,117.0,12.0,2031,2024,30.0,30.0,2026,2026,81,11,56,0,4,0,2023/04/23,11,0,0,12,81,56,4,117,(51.91079556716152 4.629148367974662),2925 LA
245,361.0,Maasvlakte 66 66 kV,Stedin,Bestaand,150.0,150.0,137.0,125.0,2024,2031,220.0,220.0,2028,2028,0,31,192,252,154,197,2023/04/23,31,252,197,125,0,192,154,137,(51.955264727370555 4.024370242009441),3199 LA
246,362.0,Middelharnis 50 kV,Stedin,Bestaand,320.0,320.0,0.0,0.0,2026,2050,120.0,120.0,2026,2026,117,0,112,0,103,352,2023/04/23,0,0,352,0,117,112,103,0,(51.746078020154634 4.201917195904202),3243 LJ
247,363.0,Nieuwegein 50 kV,Stedin,Bestaand,200.0,200.0,0.0,0.0,2030,2029,0.0,0.0,,,0,0,0,0,0,0,2023/04/23,0,0,0,0,0,0,0,0,(52.050783203521476 5.121655486200354),3439 LG
248,364.0,OOLTGENSPLAAT 50 kV,Stedin,Bestaand,100.0,100.0,11.0,95.0,2050,2050,0.0,0.0,,,12,100,11,100,11,100,2023/04/23,100,100,100,95,12,11,11,11,(51.69904680657526 4.33267992595147),3257 LL
249,365.0,Oudenrijn 50 kV,Stedin,Bestaand,120.0,120.0,0.0,0.0,2031,2032,150.0,150.0,2029,2029,0,0,0,0,126,131,2023/04/23,0,0,131,0,0,0,126,0,(52.065066803239894 5.054910823404439),3454 PR
250,366.0,Rotterdam Benj Franklinklinstraat 25 kV,Stedin,Bestaand,300.0,300.0,300.0,188.0,2050,2040,0.0,0.0,,,286,157,270,137,238,69,2023/04/23,157,137,69,188,286,270,238,300,(51.911513549375215 4.42730252070042),3029 AC
251,367.0,Rotterdam Doklaan 25 kV,Stedin,Bestaand,59.0,59.0,59.0,19.0,2050,2030,0.0,0.0,,,73,6,73,3,69,0,2023/04/23,6,3,0,19,73,73,69,59,(51.89311707316865 4.4613570166766845),3087 BM
252,368.0,Rotterdam Ommoord 25 kV,Stedin,Bestaand,115.0,115.0,115.0,0.0,2050,2028,0.0,0.0,,,202,5,193,0,170,0,2023/04/23,5,0,0,0,202,193,170,115,(51.95541324155057 4.529467830382127),3068 JG
253,369.0,Rotterdam Oudeland 25 kV,Stedin,Bestaand,75.0,75.0,69.0,0.0,2050,2026,25.0,25.0,2025,2025,92,0,88,0,80,0,2023/04/23,0,0,0,0,92,88,80,69,(51.87484784494334 4.362370924412963),3194 XA
254,370.0,Rotterdam Waalhaven 25 kV,Stedin,Bestaand,182.0,182.0,182.0,75.0,2050,2038,0.0,0.0,,,191,53,183,42,164,15,2023/04/23,53,42,15,75,191,183,164,182,(51.88452598184736 4.426919737611915),3089 JJ
255,371.0,s Gravendeel 50 kV,Stedin,Bestaand,36.0,36.0,16.0,15.0,2024,2033,0.0,0.0,,,0,14,0,10,0,0,2023/04/23,14,10,0,15,0,0,0,16,(51.78512037950149 4.617405298062954),3295 KH
256,372.0,Schiebroek 25 kV,Stedin,Bestaand,29.0,29.0,29.0,11.0,2050,2042,0.0,0.0,,,32,8,30,7,28,4,2023/04/23,8,7,4,11,32,30,28,29,(51.946934726640265 4.471942271002709),3052 KR
257,373.0,Slikkerveer 50 kV,Stedin,Bestaand,65.0,65.0,65.0,18.0,2036,2025,0.0,0.0,,,40,0,29,0,9,0,2023/04/23,0,0,0,18,40,29,9,65,(51.885211756465914 4.616375937498885),2983 GS
258,374.0,Soest 2 50 kV,Stedin,Bestaand,246.0,246.0,0.0,0.0,2036,2028,100.0,100.0,2031,2031,0,0,0,0,128,0,2023/04/23,0,0,0,0,0,0,128,0,(52.16708125884212 5.340898538813269),3768 MP
259,375.0,Theemsweg 25 kV,Stedin,Bestaand,150.0,150.0,150.0,0.0,2050,2029,50.0,50.0,2024,2024,259,0,259,0,259,0,2023/04/23,0,0,0,0,259,259,259,150,(51.884667121223714 4.245752450863746),3197 KM
260,376.0,Utrecht Lage weide 50 kV,Stedin,Bestaand,200.0,200.0,79.0,0.0,2050,2029,100.0,100.0,2025,2025,0,0,0,0,224,20,2023/04/23,0,0,20,0,0,0,224,79,(52.10291060643002 5.069371195946736),3542 AN
261,377.0,Utrecht Merwede Kanaal 50 kV,Stedin,Bestaand,200.0,200.0,79.0,0.0,2050,2025,0.0,0.0,,,0,0,0,0,136,0,2023/04/23,0,0,0,0,0,0,136,79,(52.10133419051379 5.078197822513509),3534 RD
262,378.0,Vlissingen-Oost  30 kV,Stedin,Bestaand,40.0,40.0,18.0,24.0,2025,2028,90.0,90.0,2029,2029,0,0,0,0,28,0,2023/04/23,0,0,0,24,0,0,28,18,(51.45084907751738 3.693378644872965),4389 PW
263,379.0,Vondelingenweg 66 kV,Stedin,Bestaand,125.0,125.0,76.0,42.0,2050,2050,0.0,0.0,,,78,42,78,42,82,33,2023/04/23,42,42,33,42,78,78,82,76,(51.882384145369876 4.329314833138298),3196 KK
264,380.0,Walburg 50 kV 50 kV,Stedin,Bestaand,75.0,75.0,75.0,21.0,2042,2029,0.0,0.0,,,64,13,56,5,42,0,2023/04/23,13,5,0,21,64,56,42,75,(51.82510120659945 4.660965636639583),3332 CH
265,381.0,Westdorpe 50 kV,Stedin,Bestaand,120.0,120.0,73.0,34.0,2025,2030,60.0,60.0,2026,2026,,,,,,,2023/04/23,-1,-1,-1,34,-1,-1,-1,73,(51.264627853610605 3.8295279213518705),4551 LA
266,382.0,Zamenhofstraat 25kV,Stedin,Bestaand,60.0,60.0,60.0,11.0,2050,2040,0.0,0.0,,,76,11,75,10,69,5,2023/04/23,11,10,5,11,76,75,69,60,(51.92464352297711 4.502577896163993),3061 SH
267,383.0,Zoetermeer 10 25 kV,Stedin,Bestaand,66.0,66.0,58.0,12.0,2040,2028,0.0,0.0,,,42,7,42,0,33,0,2023/04/23,7,0,0,12,42,42,33,58,(52.04585234146496 4.491495961389207),2718 NB
268,384.0,Zoetermeer 9 25 kV,Stedin,Bestaand,200.0,200.0,104.0,80.0,2032,2036,200.0,200.0,2030,2030,13,76,7,64,191,218,2023/04/23,76,64,218,80,13,7,191,104,(52.04334637327713 4.518134205825547),2712 PP
269,385.0,33002,Westland Infra,Bestaand,0.0,13.0,18.0,6.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,6,-1,-1,-1,18,(51.92565349129225 4.263534818114083),3142 NN
270,386.0,33063,Westland Infra,Bestaand,44.0,43.0,7.0,13.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,13,-1,-1,-1,7,(51.95164661464651 4.227249891328517),2676 LJ
271,387.0,35009,Westland Infra,Bestaand,0.0,9.0,9.0,5.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,5,-1,-1,-1,9,(51.97446813388173 4.234885515885857),2678 AC
272,388.0,43003,Westland Infra,Bestaand,0.0,2.0,9.0,6.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,6,-1,-1,-1,9,(52.01993722628944 4.2817643981618865),2291 SB
273,389.0,43027,Westland Infra,Bestaand,2.0,7.0,7.0,2.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,2,-1,-1,-1,7,(52.02788225950553 4.267655701373558),2291 CJ
274,390.0,43126,Westland Infra,Bestaand,23.0,21.0,25.0,22.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,22,-1,-1,-1,25,(52.01351290060853 4.2934383940264675),2291 HT
275,391.0,44007,Westland Infra,Bestaand,1.0,18.0,25.0,11.0,n.v.t.,na 2031,15.0,7.0,2023,2023,15,7,6,,,,2021/11/04,7,-1,-1,11,15,6,-1,25,(51.97494606702596 4.2156777234025675),2671 MT
276,392.0,44130,Westland Infra,Bestaand,1.0,8.0,15.0,8.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,8,-1,-1,-1,15,(51.99348506275314 4.224038670357895),2675 KA
277,393.0,44140,Westland Infra,Bestaand,0.0,8.0,9.0,1.0,n.v.t.,2031,15.0,7.0,2023,2023,15,7,7,,,,2021/11/04,7,-1,-1,1,15,7,-1,9,(52.00103735541645 4.210939310670724),2671 CT
278,394.0,44276,Westland Infra,Bestaand,204.0,131.0,116.0,193.0,n.v.t.,2030,,,,,,,,,,,2021/11/04,-1,-1,-1,193,-1,-1,-1,116,(51.98305475559423 4.222704738027046),2671 DL
279,395.0,45004,Westland Infra,Bestaand,2.0,10.0,8.0,0.0,n.v.t.,2029,13.0,6.0,2022,2022,13,6,6,,,,2021/11/04,6,-1,-1,0,13,6,-1,8,(52.02031691981804 4.1646341714428114),2681 RV
280,396.0,46003,Westland Infra,Bestaand,4.0,9.0,5.0,2.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,2,-1,-1,-1,5,(52.000278412262595 4.159860942257574),2692 AD
281,397.0,46004,Westland Infra,Bestaand,0.0,8.0,9.0,4.0,n.v.t.,na 2031,,,,,,,,,,,2021/11/04,-1,-1,-1,4,-1,-1,-1,9,(51.995630755029616 4.172941359340883),2691 GZ
282,,Station Amsterdam Hoogte Kadijk 150,HK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.368039555 4.918637895000001),1018 BB
283,,Station Amsterdam Noord Klaprozenweg 150,NDK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3997431 4.90456305),1032 KL
284,,Station Amsterdam Noord Papaverweg 150,NDP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3997431 4.90456305),1032 KL
285,,Station Nieuwe Meer 150,NMR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3426971 4.8110566),1066 HL
286,,Station Zorgvlied 150,ZVD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.33753207356828 4.877493570484582),1083 HK
287,,Station Watergraafsmeer 150,WGM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.354947790909094 4.9289447),1098 AA
288,,Station Bijlmer Zuid 150,BZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.29532195 4.94814415),1105 AR
289,,Station Diemen 150,DIM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.341565460000005 5.0101102200000005),1111 PP
290,,Station Diemen 380,DIM380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.341565460000005 5.0101102200000005),1111 PP
291,,Station Venserweg 150,VW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3334417 4.967589555555556),1112 AS
292,,Station Amstelveen 150,AMV150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.29276147687861 4.880595901156069),1186 AB
293,,Station s Graveland 150,GVL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.25958755 5.1233474333333335),1243 HW
294,,Station Pampus 150,PMP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.368980930769226 5.174599446153846),1311 HH
295,,Station Almere Markerkant 150,MKT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.38662089756098 5.215405156097561),1314 AK
296,,Station Almere 150,ALR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3593520625 5.262025175),1327 GB
297,,Station Almere De Vaart 150,VAAR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.402626 5.2629300084745765),1333 HD
298,,Station Wijdewormer 150,WYW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.503918590909095 4.901351854545455),1456 NM
299,,Station Oostzaan 380,OZN380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.428206 4.8762872),1511 HW
300,,Station Westwoud 150,WWD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.69855263181818 5.11958825),1684 NG
301,,Station Anna Paulowna 150,APL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.87890516296296 4.784336966666666),1764 AV
302,,Station Oterleek 150,OTL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.635684033333334 4.8547520833333335),1842 EJ
303,,Station Beverwijk 380,BVW380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.47396427142857 4.677862419047619),1948 RD
304,,Station Velsen 150,VLN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.4716457 4.63257805),1951 MH
305,,Station Waarderpolder 150,WPLD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.396505593877556 4.663595924489796),2031 BT
306,,Station Haarlemmermeer 150,HMM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.31107518 4.64390356),2134 DJ
307,,Station Vijfhuizen 150,VHZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.37331290757576 4.702600122727272),2141 DL
308,,Station Vijfhuizen 380,VHZ380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.37331290757576 4.702600122727272),2141 DL
309,,Station Sassenheim 150,SS150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.23376185 4.52440075),2171 GW
310,,Station Voorburg 150,VB150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.07541929655172 4.3395333),2274 RJ
311,,Station Rijswijk 150,RW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.0413965 4.293836322222222),2285 SB
312,,Station Leiden 150,LD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.16582842222222 4.495700433333334),2316 CD
313,,Station Alphen a/d Rijn 150,AP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.128255965178575 4.637909852678572),2408 AN
314,,Station Ypenburg 150,YPB150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.03617964871795 4.355872397435897),2497 AA
315,,Station 's Gravenhage 150,GV150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.076749668 4.2916345840000005),2518 RA
316,,Station Wateringen 150,WTR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.03455481489362 4.276294985106383),2548 AA
317,,Station Wateringen 380,WTR380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.03455481489362 4.276294985106383),2548 AA
318,,Station Delft 150,DE150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98966698 4.3694494),2627 AP
319,,Bleiswijk nieuw,Bwk380,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.24764975 5.541246849406163),3882 MH
320,,Station Bleiswijk 380,BWK380OUD,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.0403108 4.5379623),2665 NR
321,,Station Westerlee 150,WL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.980714 4.220597933333334),2671 DP
322,,Station Westerlee 380,WL380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.97796623125 4.257765102083334),2678 DR
323,,Station De Lier 150,DLR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.98054865 4.245879085714286),2678 LZ
324,,Station Zoetermeer 150,ZT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.04484747 4.5181672100000005),2712 PB
325,,Regiokantoor Waddinxveen,WDV,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.03946446666667 4.647094955555556),2743 CB
326,,Station Gouda 150,GD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.00711798333333 4.7347556),2808 PC
327,,Station Krimpen a/d Ijssel 150,KIJ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.91242496666667 4.629477766666667),2925 LA
