,zip_code,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,station_lat,station_long,center_vlak_lat,center_vlak_long,area_vlak,distance_to_station,name
34,1105 AR,99.0,5.0,52.295230214163375,4.9478709159297365,52.28833268209356,4.9420419466501215,3168.028177812156,863.3685732931741,OS BIJLMER ZUID
35,1105 AR,99.0,5.0,52.295230214163375,4.9478709159297365,52.29806650078253,4.92372035205481,6325.255407981294,1672.3388378668442,OS BIJLMER ZUID
36,1105 AR,99.0,5.0,52.295230214163375,4.9478709159297365,52.30557361877982,4.924704290743894,63.513134670440294,1950.470465822967,OS BIJLMER ZUID
37,1105 AR,99.0,5.0,52.295230214163375,4.9478709159297365,52.28140633590269,4.965019419916453,7836.09086174223,1929.5766078247937,OS BIJLMER ZUID
38,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.7949899640384,4.855711303779087,24944.20491156174,7198.702713832772,OS DE WEEL
39,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.78409700227903,4.866793275585819,7078.306464984643,6086.515559069331,OS DE WEEL
40,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.7452942892697,4.892099364268593,1747.8489600321434,3307.3771541475335,OS DE WEEL
41,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.7350882928097,4.875040139488847,2571.520985515013,1790.7440946017014,OS DE WEEL
42,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.79604327942597,4.874808344535961,4288.483600435604,7498.208831531862,OS DE WEEL
43,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.74534079960014,4.84920888574517,2967.247123481386,1666.5147619627264,OS DE WEEL
44,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.72250129265454,4.865091127362162,94805.99552968208,1359.5448047468885,OS DE WEEL
45,1735 ET,5.0,8.0,52.730355528454304,4.8496189054294305,52.79048461573239,4.909871173391221,690.665478087077,7819.2692200750935,OS DE WEEL
